Movie Name,Year,Duration,Rated,Score,Metascore
Australia,2008,2h 45m,PG-13,6.6,53
My Big Fat Greek Wedding 2,2016,1h 34m,PG-13,6,37
Deliver Us from Evil,2014,1h 58m,R,6.2,40
Flyboys,2006,2h 20m,PG-13,6.5,47
Young Adult,2011,1h 34m,R,6.3,71
The Brothers Grimsby,2016,1h 23m,R,6.2,44
Horton Hears a Who!,2008,1h 26m,G,6.8,71
The Contestant,2023,1h 30m,TV-MA,7.2,71
Incident in a Ghostland,2018,1h 31m,Other,6.4,44
Villains,2019,1h 30m,R,6.2,63
6 Souls,2010,1h 52m,R,6,28
Across the Universe,2007,2h 13m,PG-13,7.3,56
Last Christmas,2019,1h 43m,PG-13,6.5,50
Colossal,2016,1h 49m,R,6.2,70
The Purge: Election Year,2016,1h 48m,R,6,55
Odd Thomas,2013,1h 37m,PG-13,6.8,45
Jesus Revolution,2023,2h,PG-13,7.1,46
A Good Woman,2004,1h 33m,PG,6.5,53
Big George Foreman,2023,2h 9m,PG-13,6.6,45
Hotel Artemis,2018,1h 34m,R,6.1,58
The Good Shepherd,2006,2h 47m,R,6.7,61
The Sea Beast,2022,1h 55m,PG,7,74
Ouija: Origin of Evil,2016,1h 39m,PG-13,6.2,65
The Tiger's Apprentice,2024,1h 24m,PG,5.7,55
Hell House LLC Origins: The Carmichael MaOtherr,2023,1h 38m,Other,6.2,0
The Uninvited,2009,1h 27m,PG-13,6.3,43
Transcendence,2014,1h 59m,PG-13,6.2,42
Rise of the Guardians,2012,1h 37m,PG,7.2,58
The Pink Panther,2006,1h 33m,PG,5.7,38
The Life of David Gale,2003,2h 10m,R,7.5,31
Crazy Heart,2009,1h 52m,R,7.2,83
Coach Carter,2005,2h 16m,PG-13,7.3,57
A Walk in the Woods,2015,1h 44m,R,6.4,51
Rust and Bone,2012,2h,R,7.4,73
The Inbetweeners,2011,1h 37m,R,6.7,44
Spread,2009,1h 37m,R,5.8,43
The Black Guelph,2022,2h,Other,8.1,0
All the Money in the World,2017,2h 12m,R,6.8,72
Hanu Man,2024,2h 38m,Other,7.9,0
Super,2010,1h 36m,R,6.7,50
The Host,2006,2h,R,7.1,85
Filth,2013,1h 37m,R,7,56
Men of Honor,2000,2h 9m,R,7.2,56
Morning Glory,2010,1h 47m,PG-13,6.5,57
Step Up 2: The Streets,2008,1h 38m,PG-13,6.2,50
The One I Love,2014,1h 31m,R,7,66
Last Flag Flying,2017,2h 5m,R,6.9,65
The Wind that Shakes the Barley,2006,2h 7m,Other,7.5,82
I Am Mother,2019,1h 53m,TV-14,6.7,64
Girl You KOtherw It's True,2023,2h 4m,Other,7.2,0
3 from Hell,2019,1h 55m,R,5.4,50
Maniac,2012,1h 29m,Other,6.1,47
Brick,2005,1h 50m,R,7.1,72
"Juliet, Naked",2018,1h 37m,R,6.6,67
Chopper,2000,1h 34m,R,7.1,68
My All-American,2015,1h 58m,PG,7.1,34
Peninsula,2020,1h 56m,Other,5.5,51
Employee of the Month,2006,1h 43m,PG-13,5.6,36
Halloween Kills,2021,1h 45m,R,5.5,42
Senior Year,2022,1h 51m,R,5.5,47
Don't Breathe 2,2021,1h 38m,R,6,46
Accepted,2006,1h 33m,PG-13,6.4,47
Tolkien,2019,1h 52m,PG-13,6.8,48
Be Cool,2005,1h 58m,PG-13,5.6,37
Wrath of the Titans,2012,1h 39m,PG-13,5.7,37
Letters to Juliet,2010,1h 45m,PG,6.5,50
I Want You Back,2022,1h 56m,R,6.5,62
The Protأ©gأ©,2021,1h 49m,R,6.1,48
Resident Evil: Retribution,2012,1h 35m,R,5.3,39
Antebellum,2020,1h 45m,R,5.8,43
Cinderella Man,2005,2h 24m,PG-13,8,69
The Upside of Anger,2005,1h 58m,R,6.8,63
The Last King of Scotland,2006,2h 3m,R,7.6,74
Thank You for Smoking,2005,1h 32m,R,7.5,71
Daddy's Home 2,2017,1h 40m,PG-13,6,30
The Uninvited,2024,1h 37m,Other,7.9,0
Causeway,2022,1h 34m,R,6.6,66
Maid in Manhattan,2002,1h 45m,PG-13,5.4,45
The Muppets,2011,1h 43m,PG,7.1,75
Message from the King,2016,1h 42m,R,6.4,40
Okja,2017,2h,TV-MA,7.3,75
The Skeleton Key,2005,1h 44m,PG-13,6.5,47
Safe House,2012,1h 55m,R,6.7,52
Ammonite,2020,1h 57m,R,6.5,72
An American Crime,2007,1h 38m,R,7.2,0
Swimming Pool,2003,1h 42m,Other,6.7,70
Annabelle Comes Home,2019,1h 46m,R,5.9,53
Fresh Kills,2023,2h,Other,7.3,0
The Nanny Diaries,2007,1h 45m,PG-13,6.2,46
Violent Night,2022,1h 52m,R,6.7,55
Brian and Charles,2022,1h 30m,PG,6.7,66
Summer of 84,2018,1h 45m,Other,6.7,57
Out of Time,2003,1h 45m,PG-13,6.5,63
Falling for Figaro,2020,1h 44m,Other,6.4,51
Riddle of Fire,2023,1h 55m,PG-13,6.6,56
All the Bright Places,2020,1h 47m,TV-MA,6.6,61
Maybe I Do,2023,1h 35m,PG-13,5,42
The Runaways,2010,1h 46m,R,6.5,65
The 355,2022,2h 2m,PG-13,5.6,40
August Rush,2007,1h 54m,PG,7.4,38
Nocturne,2020,1h 30m,Other,5.7,58
The King Tide,2023,1h 40m,Other,7.3,0
Fingernails,2023,1h 53m,R,5.8,63
The First Time,2012,1h 35m,PG-13,6.8,55
Dancer in the Dark,2000,2h 20m,R,7.9,63
The Silence,2019,1h 30m,PG-13,5.3,25
Hot Summer Nights,2017,1h 47m,R,6.4,44
The Passenger,2023,1h 34m,Other,6.4,62
Spy Game,2001,2h 6m,R,7.1,63
Protocol-7,2024,1h 38m,R,9.1,0
Whiskey Tango Foxtrot,2016,1h 52m,R,6.6,57
Centurion,2010,1h 37m,R,6.3,62
Hoodwinked!,2005,1h 20m,PG,6.5,45
It's Complicated,2009,2h,R,6.5,57
Jersey Girl,2004,1h 42m,PG-13,6.2,43
After.Life,2009,1h 44m,R,5.9,36
Otherwhere Special,2020,1h 36m,Other,7.4,79
Night Teeth,2021,1h 47m,TV-14,5.7,42
Poseidon,2006,1h 38m,PG-13,5.7,50
True Story,2015,1h 39m,R,6.3,50
Gnomeo & Juliet,2011,1h 24m,G,5.9,53
Amelia's Children,2023,1h 31m,Other,5.3,52
Miracles from Heaven,2016,1h 49m,PG,7.1,44
The Quiet Girl,2022,1h 35m,PG-13,7.7,89
Malcolm & Marie,2021,1h 46m,R,6.6,53
PAW Patrol: The Movie,2021,1h 26m,G,6.1,50
Sick of Myself,2022,1h 37m,Other,7.1,71
Going in Style,2017,1h 36m,PG-13,6.6,50
The Raid 2,2014,2h 30m,R,7.9,71
The Unhealer,2020,1h 34m,Other,5.5,0
Border,2018,1h 50m,R,7,75
Arthur and the Invisibles,2006,1h 34m,PG,6,39
The World to Come,2020,1h 45m,R,6.4,73
The Last Full Measure,2019,1h 56m,R,6.8,51
Adventureland,2009,1h 47m,R,6.8,76
Ramona and Beezus,2010,1h 43m,G,6.5,56
Along Came a Spider,2001,1h 44m,R,6.4,42
The Purge: Anarchy,2014,1h 43m,R,6.4,50
Christopher Robin,2018,1h 44m,PG,7.2,60
R.I.P.D.,2013,1h 36m,PG-13,5.6,25
Like Stars on Earth,2007,2h 42m,PG,8.3,0
Book Club: The Next Chapter,2023,1h 47m,PG-13,5.6,46
Marcel the Shell with Shoes On,2021,1h 30m,PG,7.7,80
Strange World,2022,1h 42m,PG,5.7,65
Hidden Strike,2023,1h 42m,TV-14,5.3,0
Soul Surfer,2011,1h 52m,PG,7,53
Penguins of Madagascar,2014,1h 32m,PG,6.6,53
Official Secrets,2019,1h 52m,R,7.3,63
The Infiltrator,2016,2h 7m,R,7,66
Little Fockers,2010,1h 38m,PG-13,5.5,27
1922,2017,1h 42m,TV-MA,6.2,70
TMNT,2007,1h 27m,PG,6.2,41
The Loft,2014,1h 48m,R,6.3,24
"Where'd You Go, Bernadette",2019,1h 49m,PG-13,6.5,51
Night Shift,2023,1h 22m,Other,5.3,0
Clerks III,2022,1h 40m,R,6.2,50
First Reformed,2017,1h 53m,R,7.1,86
Inside Job,2010,1h 49m,PG-13,8.2,88
The Forever Purge,2021,1h 43m,R,5.4,53
The Bad Guardian,2024,TV-PG,Other,7.9,0
Insidious: Chapter 2,2013,1h 46m,PG-13,6.5,40
3096 Tage,2013,1h 51m,Other,6.5,0
Shoot 'Em Up,2007,1h 26m,R,6.6,49
Ray,2004,2h 32m,PG-13,7.7,73
The Girl with All the Gifts,2016,1h 51m,R,6.6,67
Defiance,2008,2h 17m,R,7.1,58
The Aftermath,2019,1h 48m,R,6.3,43
Due Date,2010,1h 35m,R,6.5,51
Solace,2015,1h 41m,R,6.4,36
Girl with a Pearl Earring,2003,1h 40m,PG-13,6.9,72
I Spit on Your Grave 2,2013,1h 46m,R,5.7,0
Get Hard,2015,1h 40m,R,6,34
Daddy Day Care,2003,1h 32m,PG,5.6,39
The Nest,2020,1h 47m,R,6.3,81
Eagle Eye,2008,1h 58m,PG-13,6.6,43
A Perfect Getaway,2009,1h 38m,R,6.5,63
Plus One,2019,1h 38m,Other,6.6,65
Four Lions,2010,1h 37m,R,7.3,68
Whip It,2009,1h 51m,PG-13,6.9,68
Host,2020,57m,Other,6.5,73
Dead Silence,2007,1h 29m,R,6.1,34
The Black Dahlia,2006,2h 1m,R,5.6,49
Made in Italy,2020,1h 34m,R,6,44
Miranda's Victim,2023,2h 7m,Other,6.6,0
Those Who Wish Me Dead,2021,1h 40m,R,6,59
The Book of Life,2014,1h 35m,PG,7.2,67
Pan,2015,1h 51m,PG,5.7,36
After the Sunset,2004,1h 37m,PG-13,6.2,38
Force Majeure,2014,2h,R,7.2,87
أ†on Flux,2005,1h 33m,PG-13,5.4,36
Americana,2023,1h 50m,R,7.2,85
"Lyle, Lyle, Crocodile",2022,1h 46m,PG,6.1,51
Dumbo,2019,1h 52m,PG,6.3,51
The Last Song,2010,1h 47m,PG,6,33
Quarantine,2008,1h 29m,R,6,53
Secret Window,2004,1h 36m,PG-13,6.5,46
His House,2020,1h 33m,TV-14,6.5,72
The Losers,2010,1h 37m,PG-13,6.2,44
The Channel,2023,1h 35m,Other,5.6,0
Dragged Across Concrete,2018,2h 39m,R,6.9,60
Surf's Up,2007,1h 25m,PG,6.7,64
Bait,2012,1h 33m,R,5.2,0
Last Shift,2014,1h 28m,R,5.8,0
Nebraska,2013,1h 55m,R,7.7,86
Eli,2019,1h 38m,R,5.8,0
The Room,2019,1h 40m,Other,6,0
May,2002,1h 33m,R,6.6,58
The Re-Education of Molly Singer,2023,2h,R,5.8,0
Once,2007,1h 26m,R,7.8,90
My Spy,2020,1h 39m,PG-13,6.3,46
Blitz,2011,1h 37m,R,6.1,0
Stormbreaker,2006,1h 33m,PG,5.1,42
Wildflower,2022,1h 45m,R,6.8,52
LimoOtherv: The Ballad of Eddie,2024,2h 18m,Other,5.4,61
Puss in Boots,2011,1h 30m,PG,6.6,65
Beckett,2021,1h 50m,TV-MA,5.7,52
Where the Wild Things Are,2009,1h 41m,PG,6.7,71
Woman in Gold,2015,1h 49m,PG-13,7.3,51
Bridget Jones's Baby,2016,2h 3m,R,6.5,59
A Dog's Purpose,2017,1h 40m,PG,7.2,43
Stick It,2006,1h 43m,PG-13,6.4,53
31,2016,1h 42m,Other,5.1,35
Outlander,2008,1h 55m,R,6.2,40
The Score,2001,2h 4m,R,6.8,71
"Yes, God, Yes",2019,1h 18m,R,6.1,71
Just Mercy,2019,2h 17m,PG-13,7.6,68
Half Nelson,2006,1h 46m,R,7.1,85
Sing Sing,2023,1h 45m,R,7.8,85
The Last Witch Hunter,2015,1h 46m,PG-13,5.9,34
Next,2007,1h 36m,PG-13,6.2,42
We Have a Ghost,2023,2h 6m,PG-13,6.1,53
What to Expect When You're Expecting,2012,1h 50m,PG-13,5.7,41
Water for Elephants,2011,2h,PG-13,6.9,52
Man on a Ledge,2012,1h 42m,PG-13,6.6,40
The Loved Ones,2009,1h 24m,R,6.6,73
Janet Planet,2023,1h 53m,PG-13,6.5,84
Metal Lords,2022,1h 37m,R,6.7,59
Shaft,2000,1h 39m,R,6,50
Waking Life,2001,1h 39m,R,7.7,85
Matchstick Men,2003,1h 56m,PG-13,7.3,61
I Love You Phillip Morris,2009,1h 38m,R,6.6,65
A Little Life,2023,3h 40m,Other,8.5,0
Mommy,2014,2h 19m,R,8,74
Hotel Transylvania 3: Summer Vacation,2018,1h 37m,PG,6.3,54
Macbeth,2015,1h 53m,R,6.6,71
Lara Croft: Tomb Raider - The Cradle of Life,2003,1h 57m,PG-13,5.5,43
Nerve,2016,1h 36m,PG-13,6.5,58
No One Gets Out Alive,2021,1h 27m,R,5.4,43
Race,2016,2h 14m,PG-13,7.1,56
Draft Day,2014,1h 50m,PG-13,6.8,54
Abraham Lincoln: Vampire Hunter,2012,1h 45m,R,5.9,42
The Palace,2023,1h 40m,Other,5.4,0
Ichi the Killer,2001,2h 9m,Other,7,55
Flamin' Hot,2023,1h 39m,PG-13,6.7,58
If I Stay,2014,1h 47m,PG-13,6.7,46
Death Wish,2018,1h 47m,R,6.3,31
The Number 23,2007,1h 38m,R,6.4,0
Akeelah and the Bee,2006,1h 52m,PG,7.4,72
Poker Face,2022,1h 34m,Other,5.2,43
Snatched a Billionaire to be My Husband,2024,1h 10m,Other,7.6,0
Y2K,2024,1h 33m,Other,6,52
Blue Jasmine,2013,1h 38m,PG-13,7.3,78
Rise of the Footsoldier: Origins,2021,1h 47m,Other,5.8,0
Pay It Forward,2000,2h 3m,PG-13,7.2,40
Cloudy with a Chance of Meatballs 2,2013,1h 35m,PG,6.3,59
Hannibal Rising,2007,2h 1m,R,6.1,35
Intrusion,2021,1h 32m,TV-14,5.3,39
The Bling Ring,2013,1h 30m,R,5.6,66
Possum,2018,1h 25m,Other,5.8,64
Flightplan,2005,1h 38m,PG-13,6.3,53
No One Lives,2012,1h 26m,R,6,26
Ride Along,2014,1h 39m,PG-13,6.1,41
The Artist,2011,1h 40m,PG-13,7.9,89
Lie with Me,2022,1h 38m,Other,7.6,0
21 Grams,2003,2h 4m,R,7.6,70
Three Steps Above Heaven,2010,1h 58m,Other,6.8,0
Mr. Brooks,2007,2h,R,7.3,45
Bird Box: Barcelona,2023,1h 52m,TV-MA,5.3,47
That They May Face the Rising Sun,2023,1h 51m,Other,7.6,0
Scoob!,2020,1h 33m,PG,5.6,43
True Spirit,2023,1h 49m,TV-PG,6.8,50
Bubble Boy,2001,1h 24m,PG-13,5.7,41
Home Team,2022,1h 35m,PG,6,23
Ma Rainey's Black Bottom,2020,1h 34m,R,6.9,87
Kodachrome,2017,1h 45m,TV-MA,6.8,57
Wild Child,2008,1h 38m,PG-13,6.1,0
Think Like a Man,2012,2h 2m,PG-13,6.5,51
Yes Day,2021,1h 26m,PG,5.7,46
Drishyam,2015,2h 43m,Other,8.2,0
Above Suspicion,2019,1h 44m,R,5.7,46
Blackhat,2015,2h 13m,R,5.5,52
Non-Stop,2014,1h 46m,PG-13,6.9,56
Dark Harvest,2023,1h 36m,R,5.5,51
Iron Sky,2012,1h 33m,R,5.9,0
The Three Stooges,2012,1h 32m,PG,5.1,56
Antlers,2021,1h 39m,R,5.9,57
The Cobbler,2014,1h 39m,PG-13,5.8,23
Renee Gracie: Fireproof,2024,1h 40m,Other,7.6,0
Next Friday,2000,1h 38m,R,6.1,41
A Nice Girl Like You,2020,1h 34m,R,5.2,41
Your Highness,2011,1h 42m,R,5.5,31
Bill & Ted Face the Music,2020,1h 31m,PG-13,5.9,65
Quiz Lady,2023,1h 39m,R,6.7,59
The Ice Road,2021,1h 49m,PG-13,5.6,42
I'll See You in My Dreams,2015,1h 32m,PG-13,6.7,75
Empire of Light,2022,1h 55m,R,6.7,54
Snake Eyes,2021,2h 1m,PG-13,5.4,43
Dog Soldiers,2002,1h 45m,R,6.8,0
It's Kind of a Funny Story,2010,1h 41m,PG-13,7.1,63
Without a Paddle,2004,1h 35m,PG-13,5.8,29
Wallbanger,2024,1h 58m,Other,6.8,0
Just Friends,2005,1h 36m,PG-13,6.2,47
"Mektoub, My Love: Canto UOther",2017,3h 1m,Other,6.5,59
One True Loves,2023,1h 40m,PG-13,5.5,35
Johnny English Strikes Again,2018,1h 29m,PG,6.2,39
Cooties,2014,1h 28m,R,5.7,49
Tall Girl,2019,1h 41m,TV-PG,5.2,0
The Bookshop,2017,1h 53m,PG,6.5,62
Jolt,2021,1h 31m,R,5.6,48
Red State,2011,1h 28m,R,6.1,50
High School Musical 3: Senior Year,2008,1h 52m,G,5,57
The Bad Batch,2016,1h 58m,R,5.2,62
Silent Night,2021,1h 32m,Other,5.8,52
Slumberland,2022,1h 57m,PG,6.7,40
Romeo & Juliet,2013,1h 58m,PG-13,5.8,41
Spirited,2022,2h 7m,PG-13,6.6,55
You Again,2010,1h 45m,PG,5.7,28
The Swimmers,2022,2h 14m,PG-13,7.4,62
American Wedding,2003,1h 36m,R,6.3,43
Dreamcatcher,2003,2h 14m,R,5.5,35
Our Friend,2019,2h 4m,R,7.3,57
Waitress,2007,1h 48m,PG-13,7,75
Mowgli: Legend of the Jungle,2018,1h 44m,PG-13,6.5,51
Surrogates,2009,1h 29m,PG-13,6.3,45
Fired Up!,2009,1h 30m,PG-13,6.1,31
10 Lives,2024,1h 28m,TV-G,6,0
The Underdoggs,2024,1h 36m,R,5.6,39
Fire Island,2022,1h 45m,R,6.7,72
We Own the Night,2007,1h 57m,R,6.8,59
Columbus,2017,1h 40m,Other,7.2,89
Eddie the Eagle,2015,1h 46m,PG-13,7.3,54
Mr. Peabody & Sherman,2014,1h 32m,PG,6.8,59
Let Him Go,2020,1h 53m,R,6.7,63
Murder by Numbers,2002,1h 55m,R,6.2,50
Titan A.E.,2000,1h 34m,PG,6.6,48
Cheaper by the Dozen 2,2005,1h 34m,PG,5.5,34
The Light Between Oceans,2016,2h 13m,PG-13,7.2,60
The Sum of All Fears,2002,2h 4m,PG-13,6.4,45
Kill the Irishman,2011,1h 46m,R,7,50
The Croods: A New Age,2020,1h 35m,PG,6.9,56
The Simpsons Movie,2007,1h 27m,PG-13,7.3,80
Stuck in Love.,2012,1h 37m,R,7.2,49
Diary of a Wimpy Kid: Dog Days,2012,1h 34m,PG,6.3,54
The Curse of La Llorona,2019,1h 33m,R,5.3,41
Clerks II,2006,1h 37m,R,7.3,65
Interstate 60,2002,1h 56m,R,7.6,0
High Strung,2016,1h 36m,PG,6.3,48
Resident Evil: The Final Chapter,2016,1h 47m,R,5.5,49
Invasive,2024,1h 37m,Other,6.3,0
Thirteen Days,2000,2h 25m,PG-13,7.3,67
Marley & Me,2008,1h 55m,PG,7,53
Quills,2000,2h 4m,R,7.2,70
Appaloosa,2008,1h 55m,R,6.7,64
The Company Men,2010,1h 44m,R,6.7,69
Paper Towns,2015,1h 49m,PG-13,6.2,56
The Constant Gardener,2005,2h 9m,R,7.3,82
The Kings of Summer,2013,1h 35m,R,7.1,61
House of Sand and Fog,2003,2h 6m,R,7.5,71
Double Blind,2023,1h 30m,Other,5.6,0
My Policeman,2022,1h 53m,R,6.5,50
Mile 22,2018,1h 34m,R,6.1,38
The Crazies,2010,1h 41m,R,6.5,56
Out Cold,2001,1h 29m,PG-13,6.2,22
Mommy Meanest,2024,1h 27m,TV-14,5.3,0
Infernal Affairs,2002,1h 41m,R,8,75
Jay and Silent Bob Reboot,2019,1h 45m,R,5.6,46
Creed II,2018,2h 10m,PG-13,7.1,66
Operation Finale,2018,2h 2m,PG-13,6.6,58
Hotel Transylvania 2,2015,1h 29m,PG,6.6,44
Tickled,2016,1h 32m,R,7.5,76
Big Fat Liar,2002,1h 28m,PG,5.5,36
The Hustle,2019,1h 33m,PG-13,5.4,35
Boiler Room,2000,2h,R,7,63
The Replacements,2000,1h 58m,PG-13,6.6,30
Piggy,2022,1h 39m,Other,6.2,72
Grave Encounters,2011,1h 32m,Other,6.1,33
Smurfs: The Lost Village,2017,1h 30m,PG,6,40
RED 2,2013,1h 56m,PG-13,6.6,47
Aliens in the Attic,2009,1h 26m,PG,5.4,42
The Boat That Rocked,2009,1h 57m,R,7.3,58
From Paris with Love,2010,1h 32m,R,6.4,42
Dreamgirls,2006,2h 10m,PG-13,6.6,76
How High,2001,1h 33m,R,6.2,29
Dragon Ball Super: Super Hero,2022,1h 40m,PG-13,7.1,65
The Yellow Birds,2017,1h 34m,R,5.8,56
Vertical Limit,2000,2h 4m,PG-13,5.9,48
Spectral,2016,1h 47m,PG-13,6.3,0
Power,2024,1h 29m,R,5.9,72
The Green Hornet,2011,1h 59m,PG-13,5.8,39
Deadgirl,2008,1h 41m,R,5.5,36
Greta,2018,1h 38m,R,6,54
Gretel & Hansel,2020,1h 27m,PG-13,5.5,64
The Legend of Catclaws Mountain,2024,PG,Other,5.3,0
Red Riding Hood,2011,1h 40m,PG-13,5.4,29
An Easy Girl,2019,1h 32m,TV-MA,5.6,79
Black Book,2006,2h 25m,R,7.7,71
Martha Marcy May Marlene,2011,1h 42m,R,6.8,75
Bad Luck Banging or Loony Porn,2021,1h 46m,Other,6.5,74
The Squid and the Whale,2005,1h 21m,R,7.3,82
Spiral,2021,1h 33m,R,5.2,40
The Smurfs,2011,1h 43m,PG,5.4,30
The Grey,2011,1h 57m,R,6.7,64
The International,2009,1h 58m,R,6.5,52
The Discovery,2017,1h 42m,TV-MA,6.2,54
Happy Feet Two,2011,1h 40m,PG,5.8,50
Hubie Halloween,2020,1h 43m,PG-13,5.2,53
Drishyam 2,2022,2h 20m,Other,8.2,0
Imperium,2016,1h 49m,R,6.5,68
"Alice, Darling",2022,1h 29m,R,5.5,65
Entergalactic,2022,1h 33m,TV-MA,7.3,0
Confessions of a Dangerous Mind,2002,1h 53m,R,7,67
Vivo,2021,1h 35m,PG,6.7,66
The Brothers Grimm,2005,1h 58m,PG-13,5.9,51
The Best Exotic Marigold Hotel,2011,2h 4m,PG-13,7.2,62
Honey Boy,2019,1h 34m,R,7.2,73
Marguerite's Theorem,2023,1h 53m,Other,6.9,0
Beautiful Creatures,2013,2h 4m,PG-13,6.1,52
Emergency,2022,1h 45m,R,6.2,73
Sick,2022,1h 23m,R,6,62
Insidious: Chapter 3,2015,1h 37m,PG-13,6.1,52
Time Lapse,2014,1h 44m,Other,6.5,50
Resident Evil: Extinction,2007,1h 34m,R,6.2,41
Battle of the Sexes,2017,2h 1m,PG-13,6.7,73
Perfect Sense,2011,1h 32m,R,7,55
Tuesday,2023,1h 51m,R,6.9,85
Dorian Gray,2009,1h 52m,R,6.2,0
The SpongeBob Movie: Sponge Out of Water,2015,1h 32m,PG,6,62
The Midnight Meat Train,2008,1h 40m,R,6,58
The Duel,2023,1h 35m,R,8.5,0
The Lego Ninjago Movie,2017,1h 41m,PG,6,55
Tenacious D in the Pick of Destiny,2006,1h 34m,R,6.8,55
The Family That Preys,2008,1h 51m,PG-13,6,49
The Flying Scotsman,2006,1h 36m,PG-13,7,49
Fallen,2016,1h 31m,PG-13,5.2,47
My Summer of Love,2004,1h 26m,R,6.7,82
The Possession of Hannah Grace,2018,1h 26m,R,5.2,37
The Producers,2005,2h 14m,PG-13,6.3,52
The Mothman Prophecies,2002,1h 59m,PG-13,6.4,52
Leave No Trace,2018,1h 49m,PG,7.1,88
The Garden of Words,2013,46m,TV-14,7.4,0
Submarine,2010,1h 37m,R,7.3,76
Dan in Real Life,2007,1h 38m,PG-13,6.8,65
Stay,2005,1h 39m,R,6.7,41
Lord of Misrule,2023,1h 44m,Other,5.2,46
CHIPS,2017,1h 40m,R,6,28
The Perfection,2018,1h 30m,TV-MA,6.2,60
Saw III,2006,1h 48m,R,6.2,48
Last Looks,2021,1h 50m,R,5.8,49
Candy,2006,1h 48m,R,7.2,57
Peter Rabbit,2018,1h 35m,PG,6.6,51
Horns,2013,2h,R,6.4,46
Magpie,2024,1h 30m,R,8.8,69
Saw 3D,2010,1h 30m,R,5.5,24
Bonus Track,2023,1h 38m,Other,6.6,0
The Informer,2019,1h 53m,R,6.6,61
Eight Legged Freaks,2002,1h 39m,PG-13,5.5,53
40 Days and 40 Nights,2002,1h 36m,R,5.6,53
Klaus,2019,1h 36m,PG,8.2,65
Lady Vengeance,2005,1h 55m,R,7.5,75
Curious George,2006,1h 27m,G,6.5,62
Boundless,2024,2h 1m,Other,5.7,0
Aftermath,2021,1h 54m,TV-MA,5.3,0
Child's Play,2019,1h 30m,R,5.7,48
Secret in Their Eyes,2015,1h 51m,PG-13,6.3,45
Professor Marston & the Wonder Women,2017,1h 48m,R,7,68
A Night of KOtherwing Otherthing,2021,1h 39m,Other,7.2,87
Kung Pow: Enter the Fist,2002,1h 21m,PG-13,6.2,14
Sinister 2,2015,1h 37m,R,5.3,32
Cheeky,2000,1h 31m,Other,5.4,0
White Men Can't Jump,2023,1h 41m,R,5.1,40
The Rookie,2002,2h 7m,G,6.9,72
Book Club,2018,1h 44m,PG-13,6.1,53
"Everything, Everything",2017,1h 36m,PG-13,6.3,52
Leatherface,2017,1h 30m,R,5,40
Death at a Funeral,2010,1h 32m,R,5.7,51
The Addams Family,2019,1h 26m,PG,5.8,46
I Feel Pretty,2018,1h 50m,PG-13,5.7,48
The New Guy,2002,1h 28m,PG-13,5.8,24
Broken Side of Time,2013,2h 6m,Other,5,0
20 Days in Mariupol,2023,1h 35m,TV-PG,8.6,83
Paycheck,2003,1h 59m,PG-13,6.3,43
The Man from Nowhere,2010,1h 59m,R,7.7,0
White Boy Rick,2018,1h 51m,R,6.5,59
The Portable Door,2023,1h 56m,Other,6.1,0
"Hail, Caesar!",2016,1h 46m,PG-13,6.3,72
Baby Boy,2001,2h 10m,R,6.4,55
Ali,2001,2h 37m,R,6.7,65
War,2007,1h 43m,R,6.2,36
The Deep House,2021,1h 25m,TV-MA,5.3,0
Gold,2016,2h,R,6.7,49
The Man Who Knew Infinity,2015,1h 48m,PG-13,7.2,56
Hard Miles,2023,1h 48m,PG-13,6.9,70
Project Almanac,2015,1h 46m,PG-13,6.3,47
The Invasion,2007,1h 39m,PG-13,5.9,45
Contracted,2013,1h 24m,Other,5.3,48
Belle,2013,1h 40m,PG,7.3,64
The Longest Week,2014,1h 26m,PG-13,5.4,34
Goon,2011,1h 32m,R,6.8,64
Uncle Drew,2018,1h 43m,PG-13,5.8,57
Open Season,2006,1h 26m,PG,6.1,49
Dinner in America,2020,1h 46m,Other,7.4,80
The Night of the 12th,2022,1h 55m,Other,7,81
Sex-Positive,2024,1h 25m,Other,7,0
Four Lovers,2010,1h 43m,Other,5.6,39
I Wish You All the Best,2024,1h 32m,Other,8,0
The First Purge,2018,1h 37m,R,5.2,54
Victor Frankenstein,2015,1h 50m,PG-13,5.9,36
Compliance,2012,1h 30m,R,6.4,68
Star Trek: Nemesis,2002,1h 56m,PG-13,6.4,51
The Shamrock Spitfire,2024,1h 48m,Other,5.2,0
Taking Lives,2004,1h 43m,R,6.2,38
Ruby Red,2013,2h 2m,Other,6,0
Sleepover,2004,1h 29m,PG,5.3,33
The Host,2013,2h 5m,PG-13,5.8,35
Southland Tales,2006,2h 25m,R,5.3,44
Into the Storm,2014,1h 29m,PG-13,5.8,44
Big Stan,2007,1h 45m,R,6.1,0
Unlocked,2017,1h 38m,R,6.3,46
Traitor,2008,1h 54m,PG-13,6.9,61
Unknown,2011,1h 53m,PG-13,6.8,56
Zookeeper,2011,1h 42m,PG,5.2,30
Raising Helen,2004,1h 59m,PG-13,6,38
Hocus Pocus 2,2022,1h 43m,PG,6,56
The Spy Who Dumped Me,2018,1h 57m,R,6,52
Keanu,2016,1h 40m,R,6.2,63
Just Like Heaven,2005,1h 35m,PG-13,6.7,47
Blood Red Sky,2021,2h 1m,TV-MA,6.1,43
The Bay,2012,1h 25m,R,5.7,65
Little Italy,2018,1h 42m,R,5.7,28
